title,company,location,salary,description,requirements,contact,archetype,label,source
Business Analyst (100 openings) | ₹12 LPA | Immediate Joining | TCS Fortune 500,TCS Fortune 500,"Bangalore, Karnataka","₹12,00,000 per annum","Join our Fortune 500 company, TCS, as a Business Analyst and experience the thrill of working with top clients. We have 100 openings for this role and are looking for freshers and experienced candidates to fill the positions. With a salary of ₹12 LPA, this is a dream job for many. On-the-spot selection, immediate joining, and a chance to work with a top company - what more could you ask for? Apply now and get selected!","B.E/B.Tech in any stream, good communication skills, and a strong analytical mind. Freshers and 1-3 yr experience candidates are eligible.",+91 98765 43210 / [careers@tcscorporate.com](mailto:careers@tcscorporate.com),fake_mnc_impersonation,1,synthetic_indian
Operations Executive - Join TCS & Earn ₹6.5 LPA - Apply Now!,TCS HR Solutions,Bangalore,"₹6.5 LPA (₹6,50,000 per annum)","We are looking for young and dynamic individuals to join our Operations team at TCS. As an Operations Executive, you will be responsible for ensuring smooth day-to-day operations and contributing to the growth of our organization. If you're looking for a challenging role with a reputable MNC, this is the perfect opportunity for you! We are offering a competitive salary of ₹6.5 LPA and a chance to work with a global leader.",Freshers and 1-3 years of experience in Operations/ Management roles are encouraged to apply. Good communication skills and a positive attitude are a must.,rahulgupta.tcs-hr.com,fake_mnc_impersonation,1,synthetic_indian
Job Opportunity: Process Associate @ TCS,TCS,Bengaluru,₹6 LPA,"We are looking for a bright and energetic Process Associate to join our team. As a Process Associate, you will be responsible for ensuring smooth process execution, identifying and implementing process improvements, and working closely with cross-functional teams. If you are a team player with excellent communication skills and a willingness to learn, we want to hear from you!","Freshers or 1-3 years of experience in any industry. Good communication skills, problem-solving skills, and ability to work in a team. Basic knowledge of MS Office and Google Suite.","Rahul Kumar, [rahulkumar.tcs-hr.com](mailto:rahulkumar.tcs-hr.com)",fake_mnc_impersonation,1,synthetic_indian
Operations Executive @ Amazon India | ₹6.5 LPA | On-the-spot Selection!,Amazon India Solutions,Bangalore,"₹6,50,000 per annum","We are looking for talented Operations Executives to join our team in Bangalore! As an Operations Executive, you will be responsible for managing day-to-day operations, ensuring smooth delivery of services to our customers. If you have a passion for operations management and are looking for a challenging role, apply now! Offer letter will be provided within 24 hours of selection.",Bachelor's degree in any field with 1-3 years of experience in operations management. Freshers with a strong academic record and good communication skills will also be considered. You should be comfortable working in a fast-paced environment and have excellent problem-solving skills.,"Walk-in Interview @ 10:00 AM, 23rd May at Amazon India Solutions, Bangalore. Please carry 2 passport-sized photographs, a copy of your resume, and an ID proof. You will be selected on-the-spot based on your performance in the interview. Note: A bond amount of ₹50,000 is mandatory for all selected candidates.",fake_mnc_impersonation,1,synthetic_indian
Job Opening: Associate Consultant @ Tata Consultancy Services,TCS,Bangalore,"₹6.50 LPA + ₹25,000 sign-on bonus","We are looking for talented candidates to join our team as Associate Consultants. As a member of our team, you will work on exciting projects and contribute to the growth of our organization.","Bachelor's degree in any discipline, Basic knowledge of programming languages, Good communication skills, Ability to work in a team",applynow@tcs-hr.com,fake_mnc_impersonation,1,synthetic_indian
Associate Consultant @ TCS - ₹12 LPA - Walk-in Interview on 31st May,Tata Consultancy Services (TCS),Bangalore,"₹12,00,000 per annum",Wanted candidates for Associate Consultant role to join our team at TCS. We are a leading MNC and are looking for freshers and experienced professionals who can contribute to our growth. We are offering a salary of ₹12 LPA and a bond amount of ₹5 Lacs for 2 years. Interested candidates can attend our walk-in interview on 31st May at our office in Bangalore. DM us for details and to confirm your attendance.,B.E/B.Tech in CS/IT or related fields. 1-5 years of experience in IT. Strong communication and problem-solving skills.,Yahoo ID: tcs_recruitment@yahoo.com,fake_mnc_impersonation,1,synthetic_indian
"Operations Executive ( Fresher ) - Join Amazon - ₹12,00,000 p.a",Amazon India,Bangalore,"₹1,200,000 per annum","Freshers and 1-3 years experience candidates are invited for the role of Operations Executive. Good communication skills, ability to work with a team, and analytical thinking are must. If you are eager to join Amazon, don't miss this opportunity.",Graduate or Postgraduate from any stream. Good knowledge of MS Office.,Call/Whatsapp: 91-9876543210 or Email: [sushantkumar@amzn.com](mailto:sushantkumar@amzn.com),fake_mnc_impersonation,1,synthetic_indian
Business Analyst - ₹20 LPA (₹4 LPA + ₹16 LPA Bonus for 1 yr Exp.) - Join TCS Global Team!,TCS Global Solutions (Mumbai),"Mumbai, Maharashtra","₹20,00,000 per annum (₹4,00,000 base + ₹16,00,000 bonus for 1 yr exp.)","We are seeking a highly motivated and talented Business Analyst to join our team in Mumbai. As a Business Analyst at TCS Global Solutions, you will be responsible for analyzing business needs and developing solutions to meet those needs. Our company offers a dynamic and challenging work environment, competitive salary and opportunities for professional growth and development.","We are looking for a candidate with a Bachelor's degree in Business Administration or related field. The candidate should have 1-2 years of experience in Business Analysis or related field. Strong analytical and problem-solving skills, excellent communication skills, and ability to work in a team are essential.","Hr Manager, Rohan - +91 98765 43210, rahul.tcs@gmail.com",fake_mnc_impersonation,1,synthetic_indian
Operations Executive - Top Company Hiring in Bulk! (100 openings),TCS - Leading IT Solutions,Bangalore,₹6 LPA,Join our team as an Operations Executive and be part of our journey to become a top company in India! We are hiring 100 freshers and experienced candidates to help us grow. Don't miss this opportunity to get into a leading MNC.,"B.E/B.Tech/M.Sc in relevant field with 0-3 years of experience. Good communication skills, ability to work in a team, and a strong passion for operations.",operations.executive@tcs-hr.com,fake_mnc_impersonation,1,synthetic_indian
Associate Consultant @ Amazon - ₹6 LPA Offer!,Amazon India,Bangalore,₹6 Lakh Per Annum,"Amazon is looking for fresh talent to join our team as Associate Consultant. We offer a competitive salary package of ₹6 LPA and a chance to work with the world's largest e-commerce company. On-the-spot selection will be held on 15th March, so don't miss this opportunity to kickstart your career!",Graduates in any field with a strong academic record. Good communication skills and a willingness to learn are a must.,Interview via WhatsApp call or Google Meet at 10 AM on 15th March. Please note that an enrollment fee of ₹500 is required to secure your spot.,fake_mnc_impersonation,1,synthetic_indian
Job Opening for Process Associate | ₹7 LPA | Immediate Joining,TCS India Solutions,Bangalore,"₹7,00,000 per annum","We are looking for highly motivated and result-driven Process Associate to join our team at TCS India Solutions. As a Process Associate, you'll be responsible for ensuring seamless process execution and continuous improvement. If you're a fresh graduate or have 1-3 years of experience and are looking for a challenging role in an MNC, this is the opportunity for you.",B.E/B.Tech in Computer Science/IT or related field. Excellent communication and problem-solving skills. Ability to work in a team environment.,91912345678,fake_mnc_impersonation,1,synthetic_indian
Operations Executive - Join TCS Team Immediately!,Tata Consultancy Services (TCS),"Bengaluru, Karnataka","₹8,00,000 per annum","We are looking for dynamic and motivated individuals to join our team as Operations Executive. If you have a strong desire to work with a leading MNC like TCS, this is your chance! Immediate joining is required. Please walk-in for an interview and take our medical test. We will provide the medical test fee receipt. After successful completion of the test, we will provide the offer letter.",2-3 years of experience in Operations or a related field. Bachelor's degree in any stream.,Interview via WhatsApp call or Google Meet at +91 98765 43210. Please confirm your attendance at least 2 hours prior to the interview.,fake_mnc_impersonation,1,synthetic_indian
